company_name,categories,main_category
Fix AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Splash,"Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Sunset,"Financial Services, Other, Professional Services",Financial
Lucid,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
OddsView,"Other, Sports",Unspecified
Affil.ai,"Advertising, Artificial Intelligence (AI), Data and Analytics, Financial Services, Sales and Marketing, Science and Engineering, Software",Financial
G LNK,"Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Science and Engineering, Software",B2B Software and Services
Oma Care,"Education, Health Care",Education
Melty,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Codebuff,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Zenbase AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
ISSEN,"Artificial Intelligence (AI), Education, Software",Education
Proxis,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
edgetrace,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Cerulion,"Hardware, Other, Science and Engineering, Software",B2B Software and Services
SAMMY Labs,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Formula Insight,"Financial Services, Software",Financial
Rada,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Health Care, Information Technology, Science and Engineering, Software",Financial
Ply Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Promi,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Software",B2B Software and Services
Ficra,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Maritime Fusion,"Energy, Science and Engineering",Unspecified
Casixty,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Andoria,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
fixa,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Admyral Technologies,Real Estate,Real Estate and Construction
Terra,"Consumer Goods, Manufacturing, Transportation",Industrials
Redouble AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Dimely,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Professional Services, Science and Engineering, Software",Financial
Retrofit,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",Consumer
AutoPallet Robotics,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
Symphony,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Mineflow,"Artificial Intelligence (AI), Data and Analytics, Natural Resources, Science and Engineering, Software",B2B Software and Services
HealthSpark,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Guse,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
OpenFoundry,"Internet Services, Software",Unspecified
Summed AI,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software",Financial
Augento,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Willow,Health Care,Health Care
Lune AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Kopra Bio,"Biotechnology, Health Care, Science and Engineering",Health Care
DreamRP,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",B2B Software and Services
Aviary,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
AI Sell,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",B2B Software and Services
OneGrep,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Lumenary,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Uncommon Therapeutics,"Biotechnology, Health Care, Science and Engineering",Health Care
Artifact_1,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Dartboard Energy,"Data and Analytics, Energy, Other",B2B Software and Services
Simplifine,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Aditto,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
RiskAngle,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
dmodel,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Coblocks,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
BeerMe,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments",Financial
Pretzel AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
SubImage,"Artificial Intelligence (AI), Data and Analytics, Privacy and Security, Science and Engineering, Software",B2B Software and Services
PermitPortal,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",Real Estate and Construction
Fuse,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Substrate,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Elevate AI,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software",Financial
Demeter,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
ShowAndTell,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Superfilter,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Stempad,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Strike,"Commerce and Shopping, Gaming, Sports",Unspecified
Pinnacle,"Commerce and Shopping, Other, Sales and Marketing, Software",Unspecified
Roundabout Technologies,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Information Technology, Science and Engineering, Software, Transportation",B2B Software and Services
Rulebase,"Financial Services, Information Technology, Payments, Privacy and Security",Financial
Subtrace,"Other, Software",Unspecified
BeeBettor,"Data and Analytics, Gaming, Information Technology, Internet Services",B2B Software and Services
Panora,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
nCompass Technologies,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",B2B Software and Services
Aidy,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software, Sports",Industrials
Cheers,"Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
