company_name,categories
RiskAngle,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
dmodel,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Coblocks,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
BeerMe,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments"
Pretzel AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
SubImage,"Artificial Intelligence (AI), Data and Analytics, Privacy and Security, Science and Engineering, Software"
PermitPortal,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software"
Fuse,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
Substrate,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Elevate AI,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software"
Demeter,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
ShowAndTell,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Superfilter,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software"
Stempad,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Strike,"Commerce and Shopping, Gaming, Sports"
Pinnacle,"Commerce and Shopping, Other, Sales and Marketing, Software"
Roundabout Technologies,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Information Technology, Science and Engineering, Software, Transportation"
Rulebase,"Financial Services, Information Technology, Payments, Privacy and Security"
Subtrace,"Other, Software"
BeeBettor,"Data and Analytics, Gaming, Information Technology, Internet Services"
Panora,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
nCompass Technologies,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software"
Aidy,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software, Sports"
Cheers,"Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Airfront,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software"
General Trajectory,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software"
Steinmetz,"Consumer Electronics, Hardware, Transportation"
Opine,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Other, Science and Engineering, Software"
deepsilicon,"Consumer Electronics, Hardware, Manufacturing"
ideate.xyz,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software"
AutoComputer,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
CodeViz,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Gait,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Asterisk,"Artificial Intelligence (AI), Data and Analytics, Other, Privacy and Security, Science and Engineering, Software"
DigitalCarbon,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software"
Flyflow,"Professional Services, Software"
OrgOrg,"Information Technology, Other, Science and Engineering, Software"
FanCave,"Internet Services, Sports"
Nuclear Software,"Energy, Science and Engineering, Software"
superglue,Software
Supercontrast,"Artificial Intelligence (AI), Data and Analytics, Software"
Junction Bioscience,"Biotechnology, Health Care, Science and Engineering"
Pinch,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Science and Engineering, Software"
Moonglow,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Chorrie,"Health Care, Other, Payments, Software"
Ember Robotics,"Data and Analytics, Design, Information Technology, Other, Software"
Kart AI,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Sales and Marketing, Science and Engineering, Software"
Zuni,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Reworks,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
MagiCode,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
ACX,"Agriculture and Farming, Biotechnology, Health Care, Science and Engineering"
Callback,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software"
Upshift,"Other, Software"
ReJot,"Data and Analytics, Other, Software"
Quetzal Labs,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
MinusX,"Data and Analytics, Software"
Winford AI,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
Passage,"Artificial Intelligence (AI), Other, Professional Services"
Tejas AI,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software"
expand.ai,Software
Aedilic,Transportation
Leaping,Software
Blast,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Alacrity,"Financial Services, Internet Services, Payments, Privacy and Security"
Paasa,"Financial Services, Information Technology"
Opslane,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Karoo,"Financial Services, Lending and Investments"
Keet,"Science and Engineering, Software"
Cracked,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software"
Pig,"Artificial Intelligence (AI), Internet Services, Software"
Invaria,"Consumer Electronics, Data and Analytics, Hardware, Software"
et al.,"Apps, Mobile, Science and Engineering, Software"
Haystack Software,Software
Snowpilot,"Data and Analytics, Other, Science and Engineering, Software"
Riveter AI,"Data and Analytics, Design"
Corefin,Software
Recase,Software
Actionbase,"Information Technology, Internet Services, Software"
Astro Energy,"Energy, Sustainability"
Renderlet,"Data and Analytics, Design, Information Technology, Software"
Sphere,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
Driftly,Health Care
Kater,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Paradigm,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Lingo.dev,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Modern Realty,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Science and Engineering, Software"
Vista Power,"Energy, Information Technology, Natural Resources, Sustainability"
Clarum,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software"
Tusk,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Maihem,"Artificial Intelligence (AI), Data and Analytics, Software"
Strobe,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software"
Upsolve AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software"
Ellipsis,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Greenlite,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Professional Services, Science and Engineering, Software"
Nuanced,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Unbound Security,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software"
Stacksync,"Information Technology, Software"
Artisan AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software"
Genie,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Science and Engineering, Software, Sports"
Openmart,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Other, Science and Engineering, Software"
Zimi,"Commerce and Shopping, Financial Services, Software, Transportation"
Epsilla,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software"
Greptile,"Artificial Intelligence (AI), Data and Analytics, Software"
Saturn AI,"Financial Services, Other"
Metal_1,Software
SchemeFlow,"Information Technology, Internet Services, Real Estate"
Nowadays,"Artificial Intelligence (AI), Data and Analytics, Events, Media and Entertainment, Science and Engineering, Software"
Tesseral,"Information Technology, Other, Privacy and Security, Software"
Aether,"Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Science and Engineering, Software, Sustainability"
ParadeDB,"Data and Analytics, Information Technology, Internet Services, Software"
Centauri AI,"Data and Analytics, Financial Services, Information Technology, Internet Services, Software"
Driver,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software"
Metoro,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software"
Mandel AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Other, Science and Engineering, Software, Transportation"
Craftwork,"Design, Professional Services, Real Estate, Sports"
Solve Intelligence,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Continue,Software
Pincites,"Professional Services, Software"
Elyos Energy,"Energy, Software, Sustainability"
